TRANSPORT,START,END,A,B,SPEED
CARGO_703,1859-12-05 15:15:54,1859-12-06 09:46:57,Steamdrift,Cogburg,68.53
CARGO_703,1859-12-06 09:46:57,1859-12-06 22:49:37,Cogburg,Irondale,79.27
CARGO_703,1859-12-06 22:49:37,1859-12-07 05:52:41,Irondale,Gizbourne,74.6
CARGO_704,1859-12-07 05:52:41,1859-12-07 13:27:03,Gizbourne,Irondale,69.46
CARGO_705,1859-12-07 13:27:03,1859-12-08 08:48:19,Irondale,Rustport,67.27
CARGO_706,1859-12-08 08:48:19,1859-12-09 04:02:37,Rustport,Irondale,67.68
CARGO_707,1859-12-09 04:02:37,1859-12-09 15:44:21,Irondale,Cogburg,88.41
CARGO_707,1859-12-09 15:44:21,1859-12-10 07:16:02,Cogburg,Steamdrift,81.72
CARGO_708,1859-12-10 07:16:02,1859-12-11 00:03:28,Steamdrift,Cogburg,75.58
CARGO_708,1859-12-11 00:03:28,1859-12-11 13:18:39,Cogburg,Copperhold,79.0
CARGO_709,1859-12-11 13:18:39,1859-12-11 17:31:43,Copperhold,Irondale,81.79
CARGO_709,1859-12-11 17:31:43,1859-12-12 10:10:20,Irondale,Rustport,78.23
CARGO_710,1859-12-12 10:10:20,1859-12-13 02:29:34,Rustport,Gizbourne,74.75
CARGO_711,1859-12-13 02:29:34,1859-12-13 12:46:00,Gizbourne,Leverstorm,84.29
CARGO_712,1859-12-13 12:46:00,1859-12-13 22:09:34,Leverstorm,Irondale,66.97
CARGO_713,1859-12-13 22:09:34,1859-12-14 02:28:48,Irondale,Copperhold,79.85
CARGO_714,1859-12-14 02:28:48,1859-12-14 15:39:40,Copperhold,Cogburg,79.43
CARGO_714,1859-12-14 15:39:40,1859-12-15 08:14:02,Cogburg,Steamdrift,76.57
CARGO_715,1859-12-15 08:14:02,1859-12-16 03:18:56,Steamdrift,Cogburg,66.5
CARGO_716,1859-12-16 03:18:56,1859-12-16 20:17:44,Cogburg,Steamdrift,74.74
CARGO_717,1859-12-16 20:17:44,1859-12-17 12:29:24,Steamdrift,Cogburg,78.36
CARGO_717,1859-12-17 12:29:24,1859-12-18 02:14:29,Cogburg,Copperhold,76.14
CARGO_718,1859-12-18 02:14:29,1859-12-18 08:24:59,Copperhold,Leverstorm,92.15
CARGO_719,1859-12-18 08:24:59,1859-12-18 19:44:23,Leverstorm,Gizbourne,76.48
CARGO_720,1859-12-18 19:44:23,1859-12-19 01:30:36,Gizbourne,Irondale,91.15
CARGO_721,1859-11-24 08:00:00,1859-11-24 14:27:56,Irondale,Gizbourne,81.35
CARGO_722,1859-11-24 14:27:56,1859-11-24 21:54:46,Gizbourne,Irondale,70.63
CARGO_723,1859-11-24 21:54:46,1859-11-25 10:21:20,Irondale,Cogburg,83.1
CARGO_723,1859-11-25 10:21:20,1859-11-26 04:43:03,Cogburg,Steamdrift,69.11
CARGO_724,1859-11-26 04:43:03,1859-11-27 01:01:12,Steamdrift,Rustport,95.9
CARGO_725,1859-11-27 01:01:12,1859-11-27 20:30:49,Rustport,Steamdrift,99.88
CARGO_726,1859-11-27 20:30:49,1859-11-28 10:59:47,Steamdrift,Cogburg,87.62
CARGO_726,1859-11-28 10:59:47,1859-11-28 21:25:57,Cogburg,Irondale,99.08
CARGO_726,1859-11-28 21:25:57,1859-11-29 04:41:27,Irondale,Leverstorm,86.66
CARGO_727,1859-11-29 04:41:27,1859-11-29 15:12:00,Leverstorm,Gizbourne,82.4
CARGO_728,1859-11-29 15:12:00,1859-11-29 22:25:35,Gizbourne,Irondale,72.79
CARGO_728,1859-11-29 22:25:35,1859-11-30 12:29:58,Irondale,Cogburg,73.47
CARGO_729,1859-11-30 12:29:58,1859-12-01 05:53:56,Cogburg,Steamdrift,72.93
CARGO_730,1859-12-01 05:53:56,1859-12-02 00:20:27,Steamdrift,Cogburg,68.81
CARGO_730,1859-12-02 00:20:27,1859-12-02 16:52:09,Cogburg,Copperhold,63.35
CARGO_731,1859-12-02 16:52:09,1859-12-03 01:11:14,Copperhold,Leverstorm,68.41
CARGO_732,1859-12-03 01:11:14,1859-12-03 07:50:32,Leverstorm,Copperhold,85.5
CARGO_733,1859-12-03 07:50:32,1859-12-03 12:11:01,Copperhold,Irondale,79.47
CARGO_734,1859-12-03 12:11:01,1859-12-03 20:28:14,Irondale,Leverstorm,75.9
CARGO_735,1859-12-03 20:28:14,1859-12-04 04:10:42,Leverstorm,Irondale,81.61
CARGO_735,1859-12-04 04:10:42,1859-12-04 18:50:22,Irondale,Rustport,88.81
CARGO_736,1859-12-04 18:50:22,1859-12-05 11:02:35,Rustport,Irondale,80.35
CARGO_736,1859-12-05 11:02:35,1859-12-05 15:37:41,Irondale,Copperhold,75.24
CARGO_737,1859-12-05 15:37:41,1859-12-06 05:27:44,Copperhold,Cogburg,75.68
CARGO_738,1859-12-06 05:27:44,1859-12-06 21:45:00,Cogburg,Copperhold,64.28
CARGO_739,1859-12-06 21:45:00,1859-12-07 02:10:39,Copperhold,Irondale,77.92
CARGO_739,1859-12-07 02:10:39,1859-12-07 08:24:54,Irondale,Gizbourne,84.33
CARGO_740,1859-12-07 08:24:54,1859-12-08 04:31:33,Gizbourne,Rustport,60.66
CARGO_741,1859-12-08 04:31:33,1859-12-09 01:40:35,Rustport,Steamdrift,92.05
CARGO_742,1859-12-09 01:40:35,1859-12-10 01:25:49,Steamdrift,Rustport,81.97
CARGO_743,1859-12-10 01:25:49,1859-12-10 15:38:52,Rustport,Irondale,91.58
CARGO_744,1859-12-10 15:38:52,1859-12-11 03:40:51,Irondale,Cogburg,85.93
CARGO_744,1859-12-11 03:40:51,1859-12-11 20:06:30,Cogburg,Steamdrift,77.25
CARGO_745,1859-12-11 20:06:30,1859-12-12 17:28:26,Steamdrift,Rustport,91.13
CARGO_746,1859-12-12 17:28:26,1859-12-13 11:18:46,Rustport,Irondale,72.99
CARGO_747,1859-12-13 11:18:46,1859-12-14 00:45:54,Irondale,Cogburg,76.86
CARGO_748,1859-12-14 00:45:54,1859-12-14 13:35:35,Cogburg,Copperhold,81.62
CARGO_748,1859-12-14 13:35:35,1859-12-14 20:30:57,Copperhold,Leverstorm,82.19
CARGO_749,1859-12-14 20:30:57,1859-12-15 04:39:59,Leverstorm,Irondale,77.17
CARGO_750,1859-12-15 04:39:59,1859-12-15 09:04:01,Irondale,Copperhold,78.4
CARGO_751,1859-11-24 08:00:00,1859-11-24 16:30:52,Copperhold,Leverstorm,66.83
CARGO_752,1859-11-24 16:30:52,1859-11-25 01:29:23,Leverstorm,Irondale,70.08
CARGO_752,1859-11-25 01:29:23,1859-11-25 20:28:32,Irondale,Rustport,68.58
CARGO_753,1859-11-25 20:28:32,1859-11-26 14:45:16,Rustport,Cogburg,77.74
CARGO_754,1859-11-26 14:45:16,1859-11-27 09:08:54,Cogburg,Rustport,77.25
CARGO_755,1859-11-27 09:08:54,1859-11-28 00:55:22,Rustport,Irondale,82.54
CARGO_756,1859-11-28 00:55:22,1859-11-28 12:48:58,Irondale,Cogburg,86.94
CARGO_757,1859-11-28 12:48:58,1859-11-29 08:29:10,Cogburg,Rustport,72.24
CARGO_758,1859-11-29 08:29:10,1859-11-30 03:36:48,Rustport,Irondale,68.07
CARGO_758,1859-11-30 03:36:48,1859-11-30 12:34:41,Irondale,Leverstorm,70.16
CARGO_759,1859-11-30 12:34:41,1859-11-30 21:39:20,Leverstorm,Irondale,69.29
CARGO_759,1859-11-30 21:39:20,1859-12-01 17:08:35,Irondale,Rustport,66.81
CARGO_760,1859-12-01 17:08:35,1859-12-02 11:47:47,Rustport,Irondale,69.8
CARGO_761,1859-12-02 11:47:47,1859-12-02 18:51:40,Irondale,Gizbourne,74.46
CARGO_762,1859-12-02 18:51:40,1859-12-03 12:18:37,Gizbourne,Rustport,69.92
CARGO_763,1859-12-03 12:18:37,1859-12-04 04:24:34,Rustport,Irondale,80.87
CARGO_763,1859-12-04 04:24:34,1859-12-04 08:53:49,Irondale,Copperhold,76.88
CARGO_764,1859-12-04 08:53:49,1859-12-04 22:01:26,Copperhold,Cogburg,79.76
CARGO_765,1859-12-04 22:01:26,1859-12-05 10:20:10,Cogburg,Copperhold,85.04
CARGO_766,1859-12-05 10:20:10,1859-12-05 18:55:32,Copperhold,Leverstorm,66.24
CARGO_767,1859-12-05 18:55:32,1859-12-06 04:22:50,Leverstorm,Irondale,66.52
CARGO_767,1859-12-06 04:22:50,1859-12-06 18:03:44,Irondale,Cogburg,75.58
CARGO_767,1859-12-06 18:03:44,1859-12-07 13:24:53,Cogburg,Steamdrift,65.57
CARGO_768,1859-12-07 13:24:53,1859-12-08 06:27:21,Steamdrift,Cogburg,74.47
CARGO_768,1859-12-08 06:27:21,1859-12-08 19:26:55,Cogburg,Irondale,79.58
CARGO_768,1859-12-08 19:26:55,1859-12-09 02:42:21,Irondale,Gizbourne,72.48
CARGO_769,1859-12-09 02:42:21,1859-12-09 09:52:38,Gizbourne,Irondale,73.35
CARGO_769,1859-12-09 09:52:38,1859-12-09 14:21:53,Irondale,Copperhold,76.88
CARGO_770,1859-12-09 14:21:53,1859-12-09 22:16:35,Copperhold,Leverstorm,71.92
CARGO_771,1859-12-09 22:16:35,1859-12-10 07:14:36,Leverstorm,Irondale,70.15
CARGO_772,1859-12-10 07:14:36,1859-12-11 00:07:59,Irondale,Rustport,77.09
CARGO_773,1859-12-11 00:07:59,1859-12-11 16:26:51,Rustport,Cogburg,87.1
CARGO_774,1859-12-11 16:26:51,1859-12-12 03:59:41,Cogburg,Irondale,89.55
CARGO_774,1859-12-12 03:59:41,1859-12-12 12:12:25,Irondale,Leverstorm,76.59
CARGO_775,1859-12-12 12:12:25,1859-12-13 00:45:45,Leverstorm,Gizbourne,68.97
CARGO_776,1859-12-13 00:45:45,1859-12-13 07:03:10,Gizbourne,Irondale,83.62
CARGO_776,1859-12-13 07:03:10,1859-12-13 19:04:44,Irondale,Cogburg,85.98
CARGO_776,1859-12-13 19:04:44,1859-12-14 12:13:23,Cogburg,Steamdrift,74.02
CARGO_777,1859-12-14 12:13:23,1859-12-15 06:51:25,Steamdrift,Cogburg,68.1
CARGO_777,1859-12-15 06:51:25,1859-12-15 20:34:01,Cogburg,Irondale,75.42
CARGO_778,1859-12-15 20:34:01,1859-12-16 13:58:25,Irondale,Rustport,74.8
CARGO_779,1859-12-16 13:58:25,1859-12-17 15:57:51,Rustport,Steamdrift,74.91
CARGO_780,1859-12-17 15:57:51,1859-12-18 07:29:02,Steamdrift,Cogburg,81.77
CARGO_780,1859-12-18 07:29:02,1859-12-18 20:16:13,Cogburg,Irondale,80.87
CARGO_780,1859-12-18 20:16:13,1859-12-19 02:24:54,Irondale,Gizbourne,85.6
CARGO_781,1859-11-24 08:00:00,1859-11-24 15:00:25,Gizbourne,Irondale,75.07
CARGO_781,1859-11-24 15:00:25,1859-11-24 20:18:44,Irondale,Copperhold,65.03
CARGO_782,1859-11-24 20:18:44,1859-11-25 00:29:14,Copperhold,Irondale,82.64
CARGO_783,1859-11-25 00:29:14,1859-11-25 16:31:11,Irondale,Rustport,81.21
CARGO_784,1859-11-25 16:31:11,1859-11-26 18:17:21,Rustport,Steamdrift,75.55
CARGO_785,1859-11-26 18:17:21,1859-11-27 09:42:22,Steamdrift,Cogburg,82.31
CARGO_785,1859-11-27 09:42:22,1859-11-28 00:01:26,Cogburg,Copperhold,73.13
CARGO_786,1859-11-28 00:01:26,1859-11-28 14:55:32,Copperhold,Cogburg,70.26
CARGO_787,1859-11-28 14:55:32,1859-11-29 10:00:33,Cogburg,Steamdrift,66.5
CARGO_788,1859-11-29 10:00:33,1859-11-30 04:56:16,Steamdrift,Cogburg,67.04
CARGO_788,1859-11-30 04:56:16,1859-11-30 17:47:33,Cogburg,Irondale,80.44
CARGO_789,1859-11-30 17:47:33,1859-12-01 08:10:21,Irondale,Cogburg,71.91
CARGO_789,1859-12-01 08:10:21,1859-12-02 02:55:18,Cogburg,Steamdrift,67.68
CARGO_790,1859-12-02 02:55:18,1859-12-02 19:15:30,Steamdrift,Cogburg,77.68
CARGO_791,1859-12-02 19:15:30,1859-12-03 06:51:58,Cogburg,Irondale,89.08
CARGO_791,1859-12-03 06:51:58,1859-12-03 12:58:59,Irondale,Gizbourne,85.99
CARGO_792,1859-12-03 12:58:59,1859-12-04 00:18:23,Gizbourne,Leverstorm,76.48
CARGO_793,1859-12-04 00:18:23,1859-12-04 07:23:36,Leverstorm,Irondale,88.76
CARGO_793,1859-12-04 07:23:36,1859-12-04 22:33:22,Irondale,Rustport,85.87
CARGO_794,1859-12-04 22:33:22,1859-12-05 11:56:20,Rustport,Irondale,97.29
CARGO_794,1859-12-05 11:56:20,1859-12-05 19:19:58,Irondale,Leverstorm,85.07
CARGO_795,1859-12-05 19:19:58,1859-12-06 02:34:14,Leverstorm,Copperhold,78.62
CARGO_796,1859-12-06 02:34:14,1859-12-06 06:55:21,Copperhold,Irondale,79.27
CARGO_796,1859-12-06 06:55:21,1859-12-06 22:30:59,Irondale,Rustport,83.49
CARGO_797,1859-12-06 22:30:59,1859-12-07 20:34:15,Rustport,Steamdrift,88.28
CARGO_798,1859-12-07 20:34:15,1859-12-08 13:55:03,Steamdrift,Cogburg,73.16
CARGO_798,1859-12-08 13:55:03,1859-12-09 02:55:37,Cogburg,Copperhold,80.48
CARGO_799,1859-12-09 02:55:37,1859-12-09 15:38:37,Copperhold,Cogburg,82.33
CARGO_800,1859-12-09 15:38:37,1859-12-10 05:43:35,Cogburg,Irondale,73.42
CARGO_800,1859-12-10 05:43:35,1859-12-10 12:49:16,Irondale,Gizbourne,74.14
CARGO_801,1859-12-10 12:49:16,1859-12-10 19:17:55,Gizbourne,Irondale,81.21
CARGO_801,1859-12-10 19:17:55,1859-12-11 07:32:18,Irondale,Cogburg,84.48
CARGO_802,1859-12-11 07:32:18,1859-12-11 19:40:10,Cogburg,Irondale,85.24
CARGO_802,1859-12-11 19:40:10,1859-12-12 02:04:25,Irondale,Gizbourne,82.13
CARGO_803,1859-12-12 02:04:25,1859-12-12 18:23:37,Gizbourne,Rustport,74.75
CARGO_804,1859-12-12 18:23:37,1859-12-13 11:40:16,Rustport,Irondale,75.36
CARGO_804,1859-12-13 11:40:16,1859-12-13 21:08:31,Irondale,Leverstorm,66.41
CARGO_805,1859-12-13 21:08:31,1859-12-14 04:21:55,Leverstorm,Copperhold,78.77
CARGO_805,1859-12-14 04:21:55,1859-12-14 17:34:10,Copperhold,Cogburg,79.29
CARGO_805,1859-12-14 17:34:10,1859-12-15 10:10:38,Cogburg,Steamdrift,76.41
CARGO_806,1859-12-15 10:10:38,1859-12-16 04:54:52,Steamdrift,Cogburg,67.73
CARGO_806,1859-12-16 04:54:52,1859-12-16 19:11:12,Cogburg,Irondale,72.45
CARGO_807,1859-12-16 19:11:12,1859-12-17 03:06:00,Irondale,Leverstorm,79.48
CARGO_808,1859-12-17 03:06:00,1859-12-17 10:31:49,Leverstorm,Irondale,84.65
CARGO_809,1859-12-17 10:31:49,1859-12-17 17:02:16,Irondale,Gizbourne,80.83
CARGO_810,1859-12-17 17:02:16,1859-12-17 23:22:50,Gizbourne,Irondale,82.93
CARGO_810,1859-12-17 23:22:50,1859-12-18 11:09:23,Irondale,Cogburg,87.81
CARGO_810,1859-12-18 11:09:23,1859-12-19 02:50:02,Cogburg,Steamdrift,80.94
CARGO_811,1859-11-24 08:00:00,1859-11-25 03:41:25,Steamdrift,Cogburg,64.45
CARGO_811,1859-11-25 03:41:25,1859-11-25 17:30:50,Cogburg,Irondale,74.8
CARGO_812,1859-11-25 17:30:50,1859-11-26 06:28:36,Irondale,Cogburg,79.77
CARGO_813,1859-11-26 06:28:36,1859-11-26 18:12:46,Cogburg,Irondale,88.1
CARGO_814,1859-11-26 18:12:46,1859-11-27 06:39:35,Irondale,Cogburg,83.07
CARGO_815,1859-11-27 06:39:35,1859-11-28 01:28:43,Cogburg,Rustport,75.51
CARGO_816,1859-11-28 01:28:43,1859-11-28 17:34:04,Rustport,Irondale,80.92
CARGO_816,1859-11-28 17:34:04,1859-11-28 22:02:41,Irondale,Copperhold,77.06
CARGO_817,1859-11-28 22:02:41,1859-11-29 11:32:27,Copperhold,Cogburg,77.58
CARGO_817,1859-11-29 11:32:27,1859-11-30 03:35:18,Cogburg,Steamdrift,79.08
CARGO_818,1859-11-30 03:35:18,1859-11-30 21:22:01,Steamdrift,Cogburg,71.38
CARGO_819,1859-11-30 21:22:01,1859-12-01 09:27:01,Cogburg,Irondale,85.57
CARGO_820,1859-12-01 09:27:01,1859-12-01 14:44:18,Irondale,Copperhold,65.24
CARGO_821,1859-12-01 14:44:18,1859-12-02 05:40:05,Copperhold,Cogburg,70.13
CARGO_822,1859-12-02 05:40:05,1859-12-02 21:54:15,Cogburg,Copperhold,64.49
CARGO_823,1859-12-02 21:54:15,1859-12-03 11:36:29,Copperhold,Cogburg,76.4
CARGO_824,1859-12-03 11:36:29,1859-12-04 03:26:19,Cogburg,Steamdrift,80.16
CARGO_825,1859-12-04 03:26:19,1859-12-04 17:11:23,Steamdrift,Cogburg,92.28
CARGO_826,1859-12-04 17:11:23,1859-12-05 04:51:30,Cogburg,Irondale,88.61
CARGO_827,1859-12-05 04:51:30,1859-12-05 09:22:49,Irondale,Copperhold,76.3
CARGO_828,1859-12-05 09:22:49,1859-12-06 01:51:49,Copperhold,Cogburg,63.52
CARGO_829,1859-12-06 01:51:49,1859-12-06 13:37:38,Cogburg,Irondale,87.9
CARGO_829,1859-12-06 13:37:38,1859-12-06 19:35:12,Irondale,Gizbourne,88.26
CARGO_830,1859-12-06 19:35:12,1859-12-07 01:47:18,Gizbourne,Irondale,84.81
CARGO_830,1859-12-07 01:47:18,1859-12-07 14:02:35,Irondale,Cogburg,84.38
CARGO_830,1859-12-07 14:02:35,1859-12-08 07:00:52,Cogburg,Steamdrift,74.77
CARGO_831,1859-12-08 07:00:52,1859-12-09 01:08:36,Steamdrift,Cogburg,70.0
CARGO_831,1859-12-09 01:08:36,1859-12-09 16:36:45,Cogburg,Copperhold,67.68
CARGO_832,1859-12-09 16:36:45,1859-12-09 21:27:39,Copperhold,Irondale,71.16
CARGO_832,1859-12-09 21:27:39,1859-12-10 15:28:03,Irondale,Rustport,72.31
CARGO_833,1859-12-10 15:28:03,1859-12-11 07:30:23,Rustport,Irondale,81.18
CARGO_833,1859-12-11 07:30:23,1859-12-11 12:09:23,Irondale,Copperhold,74.19
CARGO_834,1859-12-11 12:09:23,1859-12-11 16:30:22,Copperhold,Irondale,79.32
CARGO_835,1859-12-11 16:30:22,1859-12-12 04:39:16,Irondale,Cogburg,85.11
CARGO_836,1859-12-12 04:39:16,1859-12-12 16:34:13,Cogburg,Irondale,86.78
CARGO_837,1859-12-12 16:34:13,1859-12-12 23:40:41,Irondale,Gizbourne,74.0
CARGO_838,1859-12-12 23:40:41,1859-12-13 06:07:34,Gizbourne,Irondale,81.57
CARGO_838,1859-12-13 06:07:34,1859-12-13 18:39:10,Irondale,Cogburg,82.54
CARGO_839,1859-12-13 18:39:10,1859-12-14 08:43:50,Cogburg,Irondale,73.45
CARGO_840,1859-12-14 08:43:50,1859-12-14 22:46:02,Irondale,Cogburg,73.66
CARGO_841,1859-11-24 08:00:00,1859-11-24 21:10:19,Cogburg,Irondale,78.5
CARGO_841,1859-11-24 21:10:19,1859-11-25 05:52:00,Irondale,Leverstorm,72.34
CARGO_842,1859-11-25 05:52:00,1859-11-25 15:12:45,Leverstorm,Irondale,67.3
CARGO_842,1859-11-25 15:12:45,1859-11-26 04:43:57,Irondale,Cogburg,76.48
CARGO_842,1859-11-26 04:43:57,1859-11-27 01:01:27,Cogburg,Steamdrift,62.54
CARGO_843,1859-11-27 01:01:27,1859-11-27 15:01:17,Steamdrift,Cogburg,90.66
CARGO_843,1859-11-27 15:01:17,1859-11-28 01:44:58,Cogburg,Irondale,96.38
CARGO_843,1859-11-28 01:44:58,1859-11-28 08:29:45,Irondale,Leverstorm,93.23
CARGO_844,1859-11-28 08:29:45,1859-11-28 21:05:27,Leverstorm,Gizbourne,68.76
CARGO_845,1859-11-28 21:05:27,1859-11-29 03:38:23,Gizbourne,Irondale,80.32
CARGO_846,1859-11-29 03:38:23,1859-11-29 11:45:16,Irondale,Leverstorm,77.51
CARGO_847,1859-11-29 11:45:16,1859-11-29 20:33:24,Leverstorm,Irondale,71.46
CARGO_847,1859-11-29 20:33:24,1859-11-30 11:27:01,Irondale,Cogburg,69.43
CARGO_847,1859-11-30 11:27:01,1859-12-01 06:03:35,Cogburg,Steamdrift,68.19
CARGO_848,1859-12-01 06:03:35,1859-12-02 00:40:09,Steamdrift,Cogburg,68.19
CARGO_848,1859-12-02 00:40:09,1859-12-02 13:38:13,Cogburg,Irondale,79.73
CARGO_848,1859-12-02 13:38:13,1859-12-02 20:51:01,Irondale,Gizbourne,72.92
CARGO_849,1859-12-02 20:51:01,1859-12-03 12:01:07,Gizbourne,Rustport,80.43
CARGO_850,1859-12-03 12:01:07,1859-12-04 03:59:40,Rustport,Irondale,81.5
CARGO_850,1859-12-04 03:59:40,1859-12-04 11:58:59,Irondale,Leverstorm,78.74
CARGO_851,1859-12-04 11:58:59,1859-12-04 20:43:31,Leverstorm,Irondale,71.95
CARGO_852,1859-12-04 20:43:31,1859-12-05 00:29:48,Irondale,Copperhold,91.48
CARGO_853,1859-12-05 00:29:48,1859-12-05 07:24:36,Copperhold,Leverstorm,82.3
CARGO_854,1859-12-05 07:24:36,1859-12-05 15:33:33,Leverstorm,Copperhold,69.82
CARGO_854,1859-12-05 15:33:33,1859-12-06 06:46:09,Copperhold,Cogburg,68.84
CARGO_854,1859-12-06 06:46:09,1859-12-07 01:01:38,Cogburg,Steamdrift,69.5
CARGO_855,1859-12-07 01:01:38,1859-12-07 16:57:21,Steamdrift,Cogburg,79.67
CARGO_855,1859-12-07 16:57:21,1859-12-08 05:27:52,Cogburg,Irondale,82.66
CARGO_855,1859-12-08 05:27:52,1859-12-08 13:28:44,Irondale,Leverstorm,78.48
CARGO_856,1859-12-08 13:28:44,1859-12-08 22:57:56,Leverstorm,Irondale,66.3
CARGO_856,1859-12-08 22:57:56,1859-12-09 12:09:46,Irondale,Cogburg,78.35
CARGO_857,1859-12-09 12:09:46,1859-12-10 03:47:30,Cogburg,Copperhold,66.99
CARGO_858,1859-12-10 03:47:30,1859-12-10 07:42:46,Copperhold,Irondale,87.99
CARGO_858,1859-12-10 07:42:46,1859-12-10 13:00:54,Irondale,Gizbourne,99.2
CARGO_859,1859-12-10 13:00:54,1859-12-10 19:27:19,Gizbourne,Irondale,81.67
CARGO_859,1859-12-10 19:27:19,1859-12-11 08:05:16,Irondale,Cogburg,81.85
CARGO_860,1859-12-11 08:05:16,1859-12-11 20:29:22,Cogburg,Irondale,83.38
CARGO_861,1859-12-11 20:29:22,1859-12-12 07:22:17,Irondale,Cogburg,95.02
CARGO_862,1859-12-12 07:22:17,1859-12-12 21:41:41,Cogburg,Irondale,72.19
CARGO_862,1859-12-12 21:41:41,1859-12-13 05:22:40,Irondale,Gizbourne,68.46
CARGO_863,1859-12-13 05:22:40,1859-12-13 12:56:01,Gizbourne,Irondale,69.61
CARGO_864,1859-12-13 12:56:01,1859-12-13 19:43:12,Irondale,Gizbourne,77.51
CARGO_865,1859-12-13 19:43:12,1859-12-14 06:53:46,Gizbourne,Leverstorm,77.49
CARGO_866,1859-12-14 06:53:46,1859-12-14 16:14:06,Leverstorm,Copperhold,60.93
CARGO_867,1859-12-14 16:14:06,1859-12-14 21:40:31,Copperhold,Irondale,63.41
CARGO_867,1859-12-14 21:40:31,1859-12-15 04:20:04,Irondale,Gizbourne,78.99
CARGO_868,1859-12-15 04:20:04,1859-12-15 10:43:03,Gizbourne,Irondale,82.41
CARGO_868,1859-12-15 10:43:03,1859-12-15 22:54:46,Irondale,Cogburg,84.79
CARGO_869,1859-12-15 22:54:46,1859-12-16 10:28:34,Cogburg,Irondale,89.42
CARGO_869,1859-12-16 10:28:34,1859-12-16 19:07:05,Irondale,Leverstorm,72.79
CARGO_870,1859-12-16 19:07:05,1859-12-17 06:23:06,Leverstorm,Gizbourne,76.86
CARGO_871,1859-11-24 08:00:00,1859-11-24 15:19:04,Gizbourne,Irondale,71.88
CARGO_871,1859-11-24 15:19:04,1859-11-25 05:15:04,Irondale,Cogburg,74.21
CARGO_872,1859-11-25 05:15:04,1859-11-25 23:39:10,Cogburg,Steamdrift,68.96
CARGO_873,1859-11-25 23:39:10,1859-11-26 21:53:18,Steamdrift,Rustport,87.56
CARGO_874,1859-11-26 21:53:18,1859-11-27 18:11:30,Rustport,Steamdrift,95.9
CARGO_875,1859-11-27 18:11:30,1859-11-28 10:45:25,Steamdrift,Cogburg,76.61
CARGO_875,1859-11-28 10:45:25,1859-11-29 00:21:59,Cogburg,Copperhold,76.93
CARGO_876,1859-11-29 00:21:59,1859-11-29 04:30:48,Copperhold,Irondale,83.2
CARGO_877,1859-11-29 04:30:48,1859-11-29 10:59:08,Irondale,Gizbourne,81.27
CARGO_878,1859-11-29 10:59:08,1859-11-30 03:28:37,Gizbourne,Rustport,73.98
CARGO_879,1859-11-30 03:28:37,1859-11-30 19:27:20,Rustport,Irondale,81.48
CARGO_880,1859-11-30 19:27:20,1859-11-30 23:55:28,Irondale,Copperhold,77.2
CARGO_881,1859-11-30 23:55:28,1859-12-01 04:12:40,Copperhold,Irondale,80.48
CARGO_882,1859-12-01 04:12:40,1859-12-01 08:25:43,Irondale,Copperhold,81.81
CARGO_883,1859-12-01 08:25:43,1859-12-02 02:06:03,Copperhold,Cogburg,59.25
CARGO_884,1859-12-02 02:06:03,1859-12-02 19:59:58,Cogburg,Steamdrift,70.9
CARGO_885,1859-12-02 19:59:58,1859-12-03 13:29:04,Steamdrift,Cogburg,72.58
CARGO_885,1859-12-03 13:29:04,1859-12-04 01:23:34,Cogburg,Irondale,86.83
CARGO_885,1859-12-04 01:23:34,1859-12-04 07:49:51,Irondale,Gizbourne,81.7
CARGO_886,1859-12-04 07:49:51,1859-12-04 14:15:55,Gizbourne,Irondale,81.75
CARGO_886,1859-12-04 14:15:55,1859-12-05 02:28:48,Irondale,Cogburg,84.65
CARGO_886,1859-12-05 02:28:48,1859-12-05 18:59:00,Cogburg,Steamdrift,76.89
CARGO_887,1859-12-05 18:59:00,1859-12-06 15:26:06,Steamdrift,Cogburg,62.05
CARGO_887,1859-12-06 15:26:06,1859-12-07 06:34:45,Cogburg,Copperhold,69.14
CARGO_888,1859-12-07 06:34:45,1859-12-07 14:39:29,Copperhold,Leverstorm,70.43
CARGO_889,1859-12-07 14:39:29,1859-12-07 23:21:12,Leverstorm,Copperhold,65.44
CARGO_890,1859-12-07 23:21:12,1859-12-08 03:47:39,Copperhold,Irondale,77.69
CARGO_891,1859-12-08 03:47:39,1859-12-08 08:11:00,Irondale,Copperhold,78.6
CARGO_892,1859-12-08 08:11:00,1859-12-08 13:15:41,Copperhold,Irondale,67.94
CARGO_893,1859-12-08 13:15:41,1859-12-08 18:47:23,Irondale,Copperhold,62.4
CARGO_894,1859-12-08 18:47:23,1859-12-09 09:56:23,Copperhold,Cogburg,69.11
CARGO_894,1859-12-09 09:56:23,1859-12-10 07:08:30,Cogburg,Steamdrift,59.85
CARGO_895,1859-12-10 07:08:30,1859-12-11 05:54:41,Steamdrift,Rustport,85.51
CARGO_896,1859-12-11 05:54:41,1859-12-11 21:39:48,Rustport,Irondale,82.66
CARGO_897,1859-12-11 21:39:48,1859-12-12 05:16:40,Irondale,Leverstorm,82.61
CARGO_898,1859-12-12 05:16:40,1859-12-12 14:02:42,Leverstorm,Irondale,71.74
CARGO_899,1859-12-12 14:02:42,1859-12-12 19:40:35,Irondale,Copperhold,61.27
